ID_Transaccion,Fecha,ID_Cliente,Pais,Ciudad,Categoria,Subcategoria,Producto,Cantidad,Precio_Unitario,Costo_Unitario,Venta_Total,Costo_Total,Metodo_Pago
TRX-112379,2023-11-03,1361,Argentina,Buenos Aires,Hogar,Muebles,Prod_Muebles_18,9.0,48.2,37.58,433.8,338.22,Transferencia
TRX-101686,2023-11-03,882,Perú,Lima,Ropa,Calzado,Prod_Calzado_9,4.0,44.93,26.84,179.72,107.36,Débito
TRX-103963,2023-11-03,1406,Argentina,Buenos Aires,Electrónica,Tablets,Prod_Tablets_2,6.0,154.07,86.21,924.42,517.26,Efectivo
TRX-102327,2023-11-03,87,Chile,Concepción,Electrónica,Accesorios,Prod_Accesorios_6,8.0,114.73,70.84,917.84,566.72,Efectivo
TRX-113306,2023-11-03,1160,Perú,Lima,Electrónica,Accesorios,Prod_Accesorios_12,3.0,182.84,121.29,548.52,363.87,Crédito
TRX-112273,2023-11-03,641,Chile,Santiago,Ropa,Infantil,Prod_Infantil_11,2.0,43.49,27.15,86.98,54.3,Efectivo
TRX-114343,2023-11-03,363,Argentina,Córdoba,Electrónica,Accesorios,Prod_Accesorios_19,2.0,64.42,46.19,128.84,92.38,Transferencia
TRX-104600,2023-11-03,826,ARGENTINA,Rosario,Electrónica,Laptops,Prod_Laptops_18,2.0,118.75,92.44,237.5,184.88,Transferencia
TRX-103774,2023-11-03,1308,PERU,Trujillo,Ropa,Dama,Prod_Dama_11,8.0,27.78,20.35,222.24,162.8,Crédito
TRX-110579,2023-11-03,660,Argentina,Córdoba,Ropa,Caballero,Prod_Caballero_12,5.0,53.03,41.9,265.15,209.5,Efectivo
TRX-108885,2023-11-03,917,Chile,Valparaíso,Ropa,Calzado,Prod_Calzado_12,3.0,28.47,17.22,85.41,51.66,Efectivo
TRX-113831,2023-11-03,1381,Argentina,Buenos Aires,Hogar,Cocina,Prod_Cocina_17,6.0,31.19,18.87,187.14,113.22,Débito
TRX-114987,2023-11-03,541,Perú,Arequipa,Electrónica,Tablets,Prod_Tablets_12,4.0,87.58,52.7,350.32,210.8,Transferencia
TRX-113926,2023-11-03,1027,Perú,Arequipa,Electrónica,Accesorios,Prod_Accesorios_17,6.0,215.25,144.52,1291.5,867.12,Efectivo
TRX-111912,2023-11-03,1140,Argentina,Córdoba,Hogar,Decoración,Prod_Decoración_4,9.0,48.07,28.19,432.63,253.71,TRANSFERENCIA
TRX-109451,2023-11-03,606,Peru,Trujillo,Electrónica,Tablets,Prod_Tablets_19,9.0,,58.03,940.14,522.27,Transferencia
TRX-100225,2023-11-03,1857,Argentina,Buenos Aires,Electrónica,Celulares,Prod_Celulares_12,2.0,119.09,83.56,238.18,167.12,Transferencia
TRX-104770,2023-11-03,1279,Chile,Concepción,Ropa,Dama,Prod_Dama_7,5.0,26.82,16.24,134.1,81.2,Crédito
TRX-103664,2023-11-03,249,Argentina,,Electrónica,Celulares,Prod_Celulares_3,4.0,51.31,33.24,205.24,132.96,Efectivo
TRX-108577,2023-11-03,996,Argentina,Córdoba,Hogar,Decoración,Prod_Decoración_17,8.0,21.53,14.91,172.24,119.28,efect
TRX-106662,2023-11-03,1449,Chile,,Electrónica,Laptops,Prod_Laptops_17,2.0,242.88,144.87,485.76,289.74,Transferencia
TRX-100049,2023-11-03,884,Peru,Trujillo,Hogar,Decoración,Prod_Decoración_9,7.0,54.44,41.08,381.08,287.56,Efectivo
TRX-111936,2023-11-03,1375,CHILE,Concepción,Ropa,Calzado,Prod_Calzado_12,9.0,38.23,28.24,344.07,254.16,Débito
TRX-110080,2023-11-03,1136,Chile,Santiago,Hogar,Iluminación,Prod_Iluminación_6,4.0,35.06,23.03,140.24,92.12,Crédito
TRX-113172,2023-11-03,237,Chile,Concepción,Hogar,Cocina,Prod_Cocina_13,8.0,20.41,10.27,163.28,82.16,Transf.
TRX-112934,2023-11-03,1701,Perú,Lima,Hogar,Decoración,Prod_Decoración_11,8.0,48.59,34.68,388.72,277.44,Transferencia
TRX-111811,2023-11-04,764,Argentina,Buenos Aires,Electrónica,Accesorios,Prod_Accesorios_6,7.0,127.43,63.95,892.01,447.65,Débito
TRX-103071,2023-11-04,1796,Perú ,Trujillo,Ropa,Calzado,Prod_Calzado_8,1.0,35.84,22.29,35.84,22.29,Transferencia
TRX-108446,2023-11-04,310,Chile,Valparaíso,Hogar,Decoración,Prod_Decoración_16,1.0,42.01,21.45,42.01,21.45,Transferencia
TRX-103958,2023-11-04,659,Chile,Valparaíso,Electrónica,Accesorios,Prod_Accesorios_10,8.0,87.22,52.45,697.76,419.6,Transferencia
TRX-106521,2023-11-04,422,Chile,Santiago,ROPA,Calzado,Prod_Calzado_17,4.0,27.82,20.11,111.28,80.44,Transferencia
TRX-108040,2023-11-04,1137,Chile,Concepción,Electrónica,Laptops,Prod_Laptops_3,1.0,107.89,65.42,107.89,65.42,Transferencia
TRX-104842,2023-11-04,146,Perú,Trujillo,Ropa,Infantil,Prod_Infantil_11,5.0,29.08,15.32,145.4,76.6,Efectivo
TRX-113417,2023-11-04,104,Perú,Lima,Ropa,Calzado,Prod_Calzado_16,2.0,47.73,24.32,95.46,48.64,Crédito
TRX-105197,2023-11-04,632,Chile,Valparaíso,Hogar,Decoración,Prod_Decoración_1,1.0,50.06,34.65,50.06,34.65,Efectivo
TRX-108004,2023-11-04,1148,Chile,Valparaíso,Electrónica,Laptops,Prod_Laptops_13,6.0,18.51,14.36,111.06,86.16,Efectivo
TRX-114673,2023-11-04,1033,Argentina,Córdoba,Electrónica,Accesorios,Prod_Accesorios_7,1.0,192.02,99.25,192.02,99.25,Transferencia
TRX-111177,2023-11-04,420,Argentina,Rosario,Ropa,Infantil,Prod_Infantil_10,4.0,31.95,16.78,127.8,67.12,Débito
TRX-112555,2023-11-04,1882,Argentina,Rosario,,Dama,Prod_Dama_15,9.0,36.3,24.11,326.7,216.99,Efectivo
TRX-114136,2023-11-04,37,Chile,Concepción,Ropa,Calzado,Prod_Calzado_12,5.0,37.42,28.2,187.1,141.0,Débito
TRX-109074,2023-11-04,749,Argentina,Buenos Aires,Ropa,Calzado,Prod_Calzado_16,3.0,,19.58,85.14,58.74,Transferencia
TRX-104358,2023-11-04,1242,Perú,Lima,Electrónica,Celulares,Prod_Celulares_15,5.0,201.91,147.15,1009.55,735.75,Crédito
TRX-103023,2023-11-04,172,Argentina,Córdoba,Ropa,Dama,Prod_Dama_13,9.0,43.61,23.83,392.49,214.47,Transferencia
TRX-113923,2023-11-04,248,Chile,Concepción,Hogar,Cocina,Prod_Cocina_12,2.0,34.07,26.11,68.14,52.22,Crédito
TRX-107514,2023-11-04,1362,Chile,,Electrónica,Laptops,Prod_Laptops_9,5.0,157.18,96.91,785.9,484.55,transferencia
TRX-114764,2023-11-04,995,CHILE,Concepción,Electrónica,Laptops,Prod_Laptops_10,3.0,59.17,39.26,177.51,117.78,Efectivo
TRX-111117,2023-11-04,1731,Chile,Valparaíso,Ropa,Dama,Prod_Dama_6,7.0,59.46,,416.22,271.32,Efectivo
TRX-109296,2023-11-04,1947,Argentina,,Hogar,Iluminación,Prod_Iluminación_14,1.0,39.56,21.73,39.56,21.73,Débito
TRX-108702,2023-11-04,389,Perú,Arequipa,Hogar,Cocina,Prod_Cocina_1,3.0,38.45,25.71,115.35,77.13,Transferencia
TRX-106363,2023-11-04,1387,Perú,Trujillo,Hogar,Muebles,Prod_Muebles_19,8.0,44.82,35.18,358.56,281.44,Transferencia
TRX-113738,2023-11-04,1235,Chile,Valparaíso,Electrónica,Tablets,Prod_Tablets_1,4.0,191.97,130.21,767.88,520.84,Efectivo
TRX-114844,2023-11-04,320,Chile,Santiago,Electrónica,Celulares,Prod_Celulares_16,,91.11,67.87,91.11,67.87,Débito
TRX-109337,2023-11-04,1973,Argentina,Buenos Aires,Hogar,Muebles,Prod_Muebles_19,6.0,52.12,36.33,312.72,217.98,Transferencia
TRX-112956,2023-11-04,1108,Perú,Lima,Electrónica,Accesorios,Prod_Accesorios_10,8.0,148.17,83.31,1185.36,666.48,Crédito
TRX-100521,2023-11-04,986,Argentina,Rosario,Hogar,Iluminación,Prod_Iluminación_1,9.0,18.28,9.98,164.52,89.82,Efectivo
TRX-102520,2023-11-04,724,Perú,Trujillo,Hogar,Muebles,Prod_Muebles_10,6.0,54.0,32.16,324.0,192.96,Transferencia
TRX-106440,2023-11-04,756,Argentina,Córdoba,Electrónica,Accesorios,Prod_Accesorios_1,7.0,182.71,127.31,1278.97,891.17,Crédito
TRX-114268,2023-11-04,1170,Argentina,Rosario,Electrónica,Celulares,Prod_Celulares_14,8.0,117.7,71.47,941.6,571.76,Débito
TRX-103025,2023-11-04,1595,Perú,Lima,Hogar,Decoración,Prod_Decoración_16,,52.09,29.65,104.18,59.3,Transferencia
TRX-100301,2023-11-04,59,Argentina,Córdoba,Electrónica,Laptops,Prod_Laptops_10,4.0,5.0,2.83,20.0,11.32,Débito
TRX-103896,2023-11-04,667,Chile,Concepción,Hogar,Muebles,Prod_Muebles_8,1.0,29.82,20.1,29.82,20.1,Crédito
TRX-109648,2023-11-04,205,Argentina,Córdoba,Hogar,Iluminación,Prod_Iluminación_7,6.0,57.57,32.84,345.42,197.04,Efectivo
TRX-114261,2023-11-04,1493,Chile,Valparaíso,Electrónica,Accesorios,Prod_Accesorios_14,5.0,127.42,63.97,637.1,319.85,Débito
TRX-100991,2023-11-04,365,Argentina,,Ropa,Infantil,Prod_Infantil_10,5.0,16.14,8.14,80.7,40.7,Efectivo
TRX-108897,2023-11-05,396,Argentina,Rosario,Hogar,Muebles,Prod_Muebles_16,8.0,42.66,32.54,341.28,260.32,Crédito
TRX-105722,2023-11-05,1468,Perú,Arequipa,Electrónica,Laptops,Prod_Laptops_8,4.0,142.29,106.29,569.16,425.16,Crédito
TRX-107798,2023-11-05,1680,Perú,Arequipa,Ropa,Caballero,Prod_Caballero_11,2.0,42.03,25.52,84.06,51.04,Crédito
TRX-109032,2023-11-05,558,Chile,Concepción,Hogar,Iluminación,Prod_Iluminación_2,8.0,66.84,42.53,534.72,340.24,Débito
TRX-111555,2023-11-05,1580,Argentina,Rosario,Electrónica,Celulares,Prod_Celulares_19,6.0,171.79,97.55,1030.74,585.3,Crédito
TRX-114519,2023-11-05,1902,Perú,Trujillo,Ropa,Dama,Prod_Dama_8,7.0,32.07,16.79,224.49,117.53,Débito
TRX-109001,2023-11-05,1710,Argentina,Rosario,Hogar,Decoración,Prod_Decoración_17,5.0,5.0,3.84,25.0,19.2,Transferencia
TRX-101315,2023-11-05,1709,Perú,Arequipa,Ropa,Caballero,Prod_Caballero_6,7.0,40.26,20.85,281.82,145.95,
TRX-104282,2023-11-05,1763,Chile,Valparaíso,Hogar,Iluminación,Prod_Iluminación_2,1.0,58.19,42.34,58.19,42.34,Débito
TRX-102170,2023-11-05,522,Argentina,Buenos Aires,Ropa,Calzado,Prod_Calzado_14,6.0,54.96,29.05,329.76,174.3,Efectivo
TRX-109118,2023-11-05,943,Perú,Arequipa,Hogar,Decoración,Prod_Decoración_17,3.0,,34.9,149.19,104.7,Efectivo
TRX-113219,2023-11-05,576,Argentina,Rosario,Electrónica,Laptops,Prod_Laptops_1,6.0,81.26,51.85,487.56,311.1,Crédito
TRX-110600,2023-11-05,511,Argentina,Rosario,Electrónica,Accesorios,Prod_Accesorios_4,3.0,49.94,31.34,149.82,94.02,
TRX-114932,2023-11-05,1407,Chile,Concepción,Hogar,Decoración,Prod_Decoración_19,6.0,26.45,16.24,158.7,97.44,DEBITO
TRX-105374,2023-11-05,348,Perú,,Hogar,Decoración,Prod_Decoración_7,1.0,42.33,25.65,42.33,25.65,Transferencia
TRX-105396,2023-11-05,667,Argentina,Córdoba,Electrónica,Accesorios,Prod_Accesorios_9,8.0,155.37,87.55,1242.96,700.4,Crédito
TRX-100019,2023-11-05,243,Perú,Trujillo,Electrónica,Laptops,Prod_Laptops_8,5.0,149.94,93.51,749.7,467.55,Débito
TRX-107442,2023-11-05,1994,Argentina,Rosario,Electrónica,Accesorios,Prod_Accesorios_11,3.0,181.82,98.31,545.46,294.93,Crédito
TRX-110938,2023-11-05,1199,Chile,Valparaíso,Ropa,Calzado,Prod_Calzado_16,1.0,29.06,15.24,29.06,15.24,Transferencia
TRX-101673,2023-11-05,1917,Chile,Santiago,Electrónica,Laptops,Prod_Laptops_16,9.0,202.19,143.94,1819.71,1295.46,Crédito
TRX-114724,2023-11-05,1693,Chile,Concepción,Electrónica,Accesorios,Prod_Accesorios_11,4.0,201.43,156.43,805.72,625.72,Transferencia
TRX-102324,2023-11-05,530,Perú,,Hogar,Muebles,Prod_Muebles_17,7.0,49.51,31.23,346.57,218.61,
TRX-106169,2023-11-05,641,Argentina,Córdoba,Electrónica,Celulares,Prod_Celulares_3,5.0,202.22,107.91,1011.1,539.55,
TRX-112645,2023-11-05,1508,Argentina,Buenos Aires,Electrónica,Celulares,Prod_Celulares_8,6.0,163.06,100.94,978.36,605.64,Débito
TRX-101441,2023-11-05,1321,Chile,Concepción,Hogar,Iluminación,Prod_Iluminación_4,7.0,22.0,12.85,154.0,89.95,Efectivo
TRX-109185,2023-11-05,939,Chile,Concepción,Electrónica,Tablets,Prod_Tablets_2,3.0,210.83,140.19,632.49,420.57,Transferencia
TRX-103900,2023-11-05,509,Argentina,Buenos Aires,Ropa,Infantil,Prod_Infantil_16,6.0,33.82,24.68,202.92,148.08,Transferencia
TRX-108713,2023-11-06,1169,CHL,Valparaíso,Hogar,Iluminación,Prod_Iluminación_15,8.0,64.6,33.47,516.8,267.76,Débito
TRX-102953,2023-11-06,1162,Argentina,Rosario,Electrónica,Laptops,Prod_Laptops_9,4.0,139.59,109.71,558.36,438.84,Débito
TRX-108264,2023-11-06,1185,Chile,Valparaíso,Hogar,Iluminación,Prod_Iluminación_1,1.0,54.32,42.18,54.32,42.18,Débito
TRX-101910,2023-11-06,701,Chile,Santiago,,Calzado,Prod_Calzado_10,2.0,45.52,31.42,91.04,62.84,Efectivo
TRX-105315,2023-11-06,1338,Perú,Lima,Ropa,Calzado,Prod_Calzado_13,7.0,28.89,17.09,202.23,119.63,Transferencia
TRX-102704,2023-11-06,1404,Argentina,Rosario,Hogar,Muebles,Prod_Muebles_13,4.0,15.1,,60.4,35.32,Transferencia
TRX-113589,2023-11-06,1925,Chile,Santiago,Electrónica,Tablets,Prod_Tablets_19,4.0,155.89,87.97,623.56,351.88,Crédito
TRX-112155,2023-11-06,146,Chile,Valparaíso,Hogar,Decoración,Prod_Decoración_2,7.0,59.57,46.14,416.99,322.98,Débito
TRX-107841,2023-11-06,913,Perú,Arequipa,Electrónica,Accesorios,Prod_Accesorios_9,8.0,102.59,72.75,820.72,582.0,efectivo
TRX-100361,2023-11-06,623,Chile,Concepción,Hogar,Decoración,Prod_Decoración_10,7.0,14.7,7.4,102.9,51.8,
TRX-104686,2023-11-06,487,Perú,Trujillo,Hogar,Muebles,Prod_Muebles_9,2.0,51.32,26.82,102.64,53.64,Efect.
TRX-104666,2023-11-06,194,Chile,Concepción,Electrónica,Laptops,Prod_Laptops_6,5.0,193.46,149.25,967.3,746.25,Transferencia
TRX-105553,2023-11-06,505,Perú,Arequipa,Electrónica,Celulares,Prod_Celulares_5,1.0,43.89,27.98,43.89,27.98,Efectivo
TRX-114300,2023-11-06,1060,Argentina,Buenos Aires,Ropa,Dama,Prod_Dama_15,5.0,22.43,17.11,112.15,85.55,Efectivo
TRX-111081,2023-11-06,1174,Chile,Concepción,Electrónica,Laptops,Prod_Laptops_18,9.0,140.05,102.59,1260.45,923.31,Crédito
TRX-111031,2023-11-06,1419,Argentina,Buenos Aires,Hogar,Iluminación,Prod_Iluminación_7,4.0,43.16,31.48,172.64,125.92,Débito
TRX-104336,2023-11-06,240,Argentina,Rosario,Hogar,Iluminación,Prod_Iluminación_1,9.0,49.89,34.27,449.01,308.43,Efectivo
TRX-112963,2023-11-06,1658,Perú,Lima,Electrónica,Accesorios,Prod_Accesorios_11,5.0,204.02,129.61,1020.1,648.05,Crédito
TRX-105740,2023-11-06,1777,Chile,Concepción,Ropa,Dama,Prod_Dama_2,3.0,20.79,12.55,62.37,37.65,Efectivo
TRX-111103,2023-11-06,1656,Chile,Valparaíso,Hogar,Decoración,Prod_Decoración_9,2.0,35.68,24.94,71.36,49.88,Débito
TRX-101683,2023-11-06,609,Argentina,Córdoba,Hogar,Cocina,Prod_Cocina_2,1.0,22.03,11.95,22.03,11.95,Débito
TRX-107276,2023-11-06,108,Argentina,Rosario,Hogar,Iluminación,Prod_Iluminación_12,5.0,29.3,18.56,146.5,92.8,Efectivo
TRX-102594,2023-11-06,97,Perú,Arequipa,Ropa,Dama,Prod_Dama_12,5.0,25.36,13.81,126.8,69.05,Débito
TRX-100083,2023-11-06,1092,arg.,Córdoba,Ropa,Caballero,Prod_Caballero_13,1.0,67.79,36.64,67.79,36.64,Transferencia
TRX-106319,2023-11-06,1931,Chile,Concepción,Ropa,Calzado,Prod_Calzado_11,6.0,12507.298713185657,25.89,281.46,155.34,Débito
TRX-111239,2023-11-06,1732,Perú,Arequipa,Hogar,Iluminación,Prod_Iluminación_2,,43.64,23.03,392.76,207.27,Débito
TRX-106485,2023-11-06,1806,Argentina,Córdoba,Ropa,Calzado,Prod_Calzado_15,4.0,46.03,26.98,184.12,107.92,Transferencia
TRX-109510,2023-11-06,731,Chile,Concepción,Electrónica,Accesorios,Prod_Accesorios_13,5.0,85.3,,426.5,261.0,Crédito
TRX-105139,2023-11-06,1793,Argentina,Córdoba,Hogar,Iluminación,Prod_Iluminación_3,8.0,58.17,29.91,465.36,239.28,Transferencia
TRX-103354,2023-11-06,1609,Chile,Santiago,Ropa,Caballero,Prod_Caballero_3,7.0,33.52,22.17,234.64,155.19,Efectivo
TRX-110070,2023-11-06,654,Argentina,Córdoba,,Decoración,Prod_Decoración_1,4.0,5.0,3.21,20.0,12.84,Transferencia
TRX-110107,2023-11-06,1385,Argentina,Buenos Aires,Electrónica,Celulares,Prod_Celulares_3,8.0,158.51,103.5,1268.08,828.0,Transferencia
TRX-109626,2023-11-06,1355,Argentina,Rosario,Electrónica,Laptops,Prod_Laptops_2,6.0,181.19,143.92,1087.14,863.52,Efectivo
TRX-106728,2023-11-06,68,Perú,Arequipa,Electrónica,Accesorios,Prod_Accesorios_16,6.0,160.73,,964.38,624.72,Crédito
TRX-101702,2023-11-06,1742,Chile,Valparaíso,Ropa,Calzado,Prod_Calzado_8,3.0,38.8,23.24,116.4,69.72,Débito
TRX-104034,2023-11-06,345,Argentina,Rosario,Electrónica,Tablets,Prod_Tablets_11,6.0,94.25,59.91,565.5,359.46,Efectivo
TRX-102945,2023-11-06,1920,Chile,Valparaíso,Ropa,Caballero,Prod_Caballero_6,2.0,27.11,19.03,54.22,38.06,Débito
TRX-112335,2023-11-06,1823,Argentina,Buenos Aires,Ropa,Calzado,Prod_Calzado_19,7.0,60.69,34.99,424.83,244.93,Transferencia
TRX-109026,2023-11-06,1850,Argentina,Buenos Aires,Electrónica,Laptops,Prod_Laptops_19,9.0,235.35,143.91,2118.15,1295.19,Transferencia
TRX-109756,2023-11-06,211,Perú,Trujillo,Hogar,Decoración,Prod_Decoración_9,7.0,39.04,23.59,273.28,165.13,Crédito
TRX-102238,2023-11-06,137,Chile,Concepción,Ropa,Caballero,Prod_Caballero_18,7.0,47.04,25.55,329.28,178.85,Transferencia
TRX-100519,2023-11-07,455,Argentina,Córdoba,Electrónica,Tablets,Prod_Tablets_18,8.0,158.5,109.96,1268.0,879.68,Crédito
TRX-111447,2023-11-07,261,Chile,Santiago,Hogar,Muebles,Prod_Muebles_12,,35.41,27.29,35.41,27.29,Transferencia
TRX-107021,2023-11-07,957,Perú,Trujillo,Electrónica,Accesorios,Prod_Accesorios_13,1.0,191.87,147.39,191.87,147.39,Transferencia
TRX-104143,2023-11-07,789,Argentina,Córdoba,Hogar,Cocina,Prod_Cocina_8,5.0,42.73,31.31,213.65,156.55,Crédito
TRX-102846,2023-11-07,305,Argentina,Córdoba,Hogar,Cocina,Prod_Cocina_1,5.0,52.85,36.71,264.25,183.55,Crédito
TRX-111761,2023-11-07,972,Perú,Trujillo,Ropa,Dama,Prod_Dama_5,2.0,17.22,11.18,34.44,22.36,Transferencia
TRX-101754,2023-11-07,1008,Chile,Santiago,Hogar,Muebles,Prod_Muebles_17,9.0,20.83,14.41,187.47,129.69,Crédito
TRX-105596,2023-11-07,1190,Perú,Lima,Ropa,Calzado,Prod_Calzado_6,9.0,31.91,18.6,287.19,167.4,Débito
TRX-109883,2023-11-07,528,Chile,Concepción,Ropa,Infantil,Prod_Infantil_9,8.0,49.18,26.95,393.44,215.6,Crédito 
TRX-114940,2023-11-07,1544,Argentina,Buenos Aires,Ropa,Caballero,Prod_Caballero_6,4.0,54.86,32.09,219.44,128.36,Efectivo
TRX-109545,2023-11-07,158,Chile,Valparaíso,Electrónica,Accesorios,Prod_Accesorios_15,,128.07,92.83,768.42,556.98,Transferencia
TRX-101573,2023-11-07,1876,Chile,Concepción,Electrónica,Accesorios,Prod_Accesorios_5,2.0,187.16,127.6,374.32,255.2,Débito
TRX-104903,2023-11-07,1550,Chile,Valparaíso,Ropa,Caballero,Prod_Caballero_13,2.0,42.74,28.92,85.48,57.84,Efectivo
TRX-113080,2023-11-07,1624,Chile,Santiago,Electrónica,Tablets,Prod_Tablets_10,3.0,129.32,84.49,387.96,253.47,Transferencia
TRX-106647,2023-11-07,1205,Argentina,Rosario,Electrónica,Laptops,Prod_Laptops_18,8.0,170.64,87.63,1365.12,701.04,
TRX-100918,2023-11-07,173,argentina,Córdoba,Electrónica,Celulares,Prod_Celulares_3,9.0,143.22,87.29,1288.98,785.61,Débito
TRX-114007,2023-11-07,187,Perú,Trujillo,Ropa,Infantil,Prod_Infantil_12,8.0,30.58,19.01,244.64,152.08,Efectivo
TRX-110242,2023-11-07,70,Perú,Lima,Hogar,Iluminación,Prod_Iluminación_10,,29.32,17.4,87.96,52.2,Transferencia
TRX-112392,2023-11-07,681,Chile,Valparaíso,Electrónica,Accesorios,Prod_Accesorios_7,7.0,226.71,150.47,1586.97,1053.29,Transferencia
TRX-102538,2023-11-07,1673,Chile,Concepción,Hogar,Iluminación,Prod_Iluminación_19,4.0,31.48,21.75,125.92,87.0,Débito
TRX-109268,2023-11-07,63,Chile,Concepción,Ropa,Dama,Prod_Dama_8,6.0,19.89,13.33,119.34,79.98,Efectivo
TRX-114668,2023-11-07,1032,Argentina,Rosario,,Laptops,Prod_Laptops_9,7.0,195.88,141.83,1371.16,992.81,Crédito
TRX-105558,2023-11-07,1048,Chile,Santiago,Electrónica,Tablets,Prod_Tablets_4,3.0,137.84,88.28,413.52,264.84,Crédito
TRX-111439,2023-11-07,1176,CHILE,Valparaíso,Ropa,Calzado,Prod_Calzado_17,7.0,57.92,43.09,405.44,301.63,Transferencia
TRX-102902,2023-11-07,90,Chile,Valparaíso,Hogar,Decoración,Prod_Decoración_1,6.0,42.93,33.53,257.58,201.18,Transferencia
TRX-114402,2023-11-07,1534,Chile,Santiago,Hogar,Muebles,Prod_Muebles_17,6.0,46.97,32.3,281.82,193.8,Débito
TRX-101176,2023-11-07,194,Argentina,Buenos Aires,Ropa,Dama,Prod_Dama_1,7.0,49.44,33.55,346.08,234.85,Débito
TRX-103969,2023-11-07,1854,Perú,Arequipa,Electrónica,Laptops,Prod_Laptops_10,2.0,163.28,106.2,326.56,212.4,Crédito
TRX-110008,2023-11-07,695,Argentina,Rosario,Hogar,Iluminación,Prod_Iluminación_12,6.0,35.9,28.19,215.4,169.14,Transferencia
TRX-111692,2023-11-07,682,Perú,Arequipa,Ropa,Calzado,Prod_Calzado_9,9.0,31.46,19.19,283.14,172.71,Crédito
TRX-110644,2023-11-07,1583,Perú,Lima,Hogar,Cocina,Prod_Cocina_7,1.0,47.07,34.73,47.07,34.73,Transferencia
TRX-101832,2023-11-07,814,Argentina,Buenos Aires,Ropa,Infantil,Prod_Infantil_1,9.0,26.86,19.81,241.74,178.29,Crédito
TRX-109135,2023-11-08,1357,Chile,Valparaíso,Hogar,Cocina,Prod_Cocina_7,2.0,47.52,35.62,95.04,71.24,Crédito
TRX-102694,2023-11-08,222,Perú,Arequipa,Electrónica,Celulares,Prod_Celulares_7,9.0,85.75,,771.75,514.89,Crédito
TRX-105584,2023-11-08,909,Chile,Santiago,Electrónica,Laptops,Prod_Laptops_14,4.0,132.9,79.05,531.6,316.2,Débito
TRX-102469,2023-11-08,1030,Perú,Arequipa,Ropa,Infantil,Prod_Infantil_7,5.0,14.37,7.52,71.85,37.6,Crédito
TRX-100806,2023-11-08,1314,Argentina,Rosario,Electrónica,Accesorios,Prod_Accesorios_13,1.0,245.86,145.63,245.86,145.63,Crédito
TRX-111160,2023-11-08,1676,Chile,Concepción,Ropa,Infantil,Prod_Infantil_14,3.0,56.29,36.35,168.87,109.05,Crédito
TRX-105744,2023-11-08,6,Chile,Valparaíso,Electrónica,Celulares,Prod_Celulares_4,8.0,139.22,89.89,1113.76,719.12,
TRX-104798,2023-11-08,744,Chile,Santiago,Ropa,Dama,Prod_Dama_2,7.0,50.14,36.08,350.98,252.56,Crédito
TRX-101710,2023-11-08,573,Argentina,Buenos Aires,Hogar,Iluminación,Prod_Iluminación_7,5.0,49.0,32.81,245.0,164.05,Efectivo
TRX-100889,2023-11-08,324,CHILE,Valparaíso,Ropa,Dama,Prod_Dama_7,4.0,34.51,,138.04,83.52,Efectivo
TRX-113218,2023-11-08,1167,Chile,Concepción,Electrónica,Celulares,Prod_Celulares_5,2.0,127.95,64.3,255.9,128.6,Efectivo
TRX-103339,2023-11-08,1758,Argentina,Buenos Aires,Ropa,Caballero,Prod_Caballero_11,3.0,9.03,5.93,27.09,17.79,Débito
TRX-101101,2023-11-08,203,Perú,Trujillo,Ropa,Caballero,Prod_Caballero_18,9.0,31.67,16.55,285.03,148.95,Transferencia
TRX-105027,2023-11-08,284,Perú,Arequipa,Hogar,Muebles,Prod_Muebles_18,4.0,61.3,35.99,245.2,143.96,Efectivo
TRX-111371,2023-11-08,1716,Chile,Concepción,Ropa,Caballero,Prod_Caballero_18,3.0,51.45,39.64,154.35,118.92,Transferencia
TRX-108044,2023-11-08,1849,Argentina,Rosario,Electrónica,Celulares,Prod_Celulares_1,3.0,138.32,72.3,414.96,216.9,Débito
TRX-108170,2023-11-08,1540,Chile,Concepción,Electrónica,Laptops,Prod_Laptops_6,8.0,197.16,101.6,1577.28,812.8,Efectivo
TRX-114421,2023-11-08,86,CHL,Santiago,Hogar,Muebles,Prod_Muebles_11,8.0,27.75,19.91,222.0,159.28,Transferencia
TRX-114472,2023-11-08,1314,Chile,,Hogar,Decoración,Prod_Decoración_13,8.0,39.57,26.15,316.56,209.2,Efectivo
TRX-110262,2023-11-08,1700,Perú,Trujillo,Ropa,Caballero,Prod_Caballero_11,8.0,29.07,22.16,232.56,177.28,Efectivo
TRX-109368,2023-11-08,148,Chile,Valparaíso,Hogar,Iluminación,Prod_Iluminación_1,8.0,33.53,26.18,268.24,209.44,Crédito
TRX-109269,2023-11-08,1902,Perú,Arequipa,Hogar,Muebles,Prod_Muebles_5,3.0,33.13,20.19,99.39,60.57,Efectivo
TRX-102335,2023-11-08,561,Argentina,Rosario,Ropa,Calzado,Prod_Calzado_6,,8.34,5.71,33.36,22.84,Débito
TRX-104012,2023-11-08,1788,Perú,Lima,Ropa,Infantil,Prod_Infantil_18,8.0,36.76,18.74,294.08,149.92,Débito
TRX-101917,2023-11-09,159,Perú,Arequipa,Electrónica,Tablets,Prod_Tablets_15,9.0,153.48,80.56,1381.32,725.04,Transferencia
TRX-111525,2023-11-09,184,Argentina,Rosario,Ropa,Caballero,Prod_Caballero_13,4.0,37.09,28.91,148.36,115.64,
