,ID_Transaccion,Fecha,ID_Cliente,Pais,Ciudad,Categoria,Subcategoria,Producto,Cantidad,Precio_Unitario,Costo_Unitario,Venta_Total,Costo_Total,Metodo_Pago,Ganancia_Bruta,mes_texto,Total_Compras,Indice_Constancia
10949,TRX-103453,2024-02-07,1824,Perú,Lima,Ropa,Infantil,Prod_Infantil_4,4.0,26.61,20.74,106.44,82.96,Efectivo,23.48,02-Febrero,11,01-Fiel (VIP)
10950,TRX-110988,2024-02-07,1537,Argentina,Buenos Aires,Ropa,Calzado,Prod_Calzado_12,9.0,34.5,23.07,310.5,207.63,Débito,102.87,02-Febrero,11,01-Fiel (VIP)
10951,TRX-100703,2024-02-07,1893,Argentina,Córdoba,Electrónica,Laptops,Prod_Laptops_16,2.0,107.76,85.49,215.52,170.98,Débito,44.54,02-Febrero,5,02-Regular
10952,TRX-110790,2024-02-07,781,Chile,Santiago,Electrónica,Celulares,Prod_Celulares_16,6.0,93.32,73.57,559.92,441.42,Transferencia,118.5,02-Febrero,5,02-Regular
10953,TRX-103388,2024-02-07,605,Argentina,Córdoba,Electrónica,Laptops,Prod_Laptops_13,4.0,100.86,65.63,403.44,262.52,Crédito,140.92,02-Febrero,10,01-Fiel (VIP)
10954,TRX-108439,2024-02-07,79,Chile,Valparaíso,Hogar,Decoración,Prod_Decoración_19,7.0,37.33,25.1,261.31,175.7,Crédito,85.61,02-Febrero,6,02-Regular
10955,TRX-107052,2024-02-07,1305,Argentina,Rosario,Ropa,Calzado,Prod_Calzado_2,7.0,32.69,24.51,228.83,171.57,Débito,57.26,02-Febrero,10,01-Fiel (VIP)
10956,TRX-102603,2024-02-07,1078,Perú,Trujillo,Hogar,Muebles,Prod_Muebles_4,3.0,24.41,17.55,73.23,52.65,Crédito,20.58,02-Febrero,9,02-Regular
10957,TRX-114576,2024-02-08,1133,Chile,Valparaíso,Ropa,Infantil,Prod_Infantil_14,7.0,47.53,27.04,332.71,189.28,No Identificado,143.43,02-Febrero,12,01-Fiel (VIP)
10958,TRX-112054,2024-02-08,1262,Chile,Valparaíso,Ropa,Calzado,Prod_Calzado_10,7.0,25.17,20.05,176.19,140.35,Efectivo,35.84,02-Febrero,6,02-Regular
10959,TRX-107066,2024-02-08,322,Perú,Arequipa,Ropa,Caballero,Prod_Caballero_4,1.0,21.72,14.51,21.72,14.51,Crédito,7.21,02-Febrero,4,02-Regular
10960,TRX-104981,2024-02-08,1545,Chile,Santiago,Ropa,Infantil,Prod_Infantil_15,6.0,32.02,17.14,192.12,102.84,Transferencia,89.28,02-Febrero,4,02-Regular
10961,TRX-103738,2024-02-08,336,Chile,Concepción,Hogar,Muebles,Prod_Muebles_1,2.0,16.44,12.98,32.88,25.96,Transferencia,6.92,02-Febrero,3,03-Ocasional
10962,TRX-109542,2024-02-08,147,Chile,Valparaíso,Ropa,Infantil,Prod_Infantil_5,2.0,70.32,44.19,140.64,88.38,Crédito,52.26,02-Febrero,9,02-Regular
10963,TRX-102477,2024-02-08,445,Argentina,Sin Especificar,Electrónica,Celulares,Prod_Celulares_11,1.0,185.2,131.38,185.2,131.38,Crédito,53.82,02-Febrero,9,02-Regular
10964,TRX-108661,2024-02-08,1365,Perú,Arequipa,Hogar,Muebles,Prod_Muebles_8,5.0,33.8,19.45,169.0,97.25,Transferencia,71.75,02-Febrero,10,01-Fiel (VIP)
10965,TRX-102186,2024-02-08,807,Argentina,Córdoba,Hogar,Iluminación,Prod_Iluminación_17,8.0,41.55,21.01,332.4,168.08,Transferencia,164.32,02-Febrero,5,02-Regular
10966,TRX-111336,2024-02-08,1924,Chile,Santiago,Electrónica,Laptops,Prod_Laptops_6,4.0,135.68,98.6,542.72,394.4,Crédito,148.32,02-Febrero,6,02-Regular
10967,TRX-105006,2024-02-08,1700,Perú,Sin Especificar,Ropa,Calzado,Prod_Calzado_8,9.0,28.04,17.44,252.36,156.96,Débito,95.4,02-Febrero,11,01-Fiel (VIP)
10968,TRX-109992,2024-02-08,1076,Perú,Trujillo,Electrónica,Accesorios,Prod_Accesorios_17,2.0,147.42,105.81,294.84,211.62,Crédito,83.22,02-Febrero,10,01-Fiel (VIP)
10969,TRX-100337,2024-02-08,1505,Perú,Arequipa,Hogar,Iluminación,Prod_Iluminación_8,4.0,14.41,8.7,57.64,34.8,Crédito,22.84,02-Febrero,8,02-Regular
10970,TRX-114945,2024-02-08,1730,Chile,Concepción,Hogar,Muebles,Prod_Muebles_5,8.0,46.79,31.6,374.32,252.8,Crédito,121.52,02-Febrero,8,02-Regular
10971,TRX-106092,2024-02-08,339,Perú,Trujillo,Hogar,Cocina,Prod_Cocina_5,8.0,84.42,56.29,675.36,450.32,Débito,225.04,02-Febrero,9,02-Regular
10972,TRX-105317,2024-02-08,414,Perú,Arequipa,Ropa,Dama,Prod_Dama_8,7.0,42.01,23.12,294.07,161.84,Débito,132.23,02-Febrero,6,02-Regular
10973,TRX-110775,2024-02-08,522,Chile,Santiago,Ropa,Caballero,Prod_Caballero_13,4.0,45.03,25.96,180.12,103.84,Crédito,76.28,02-Febrero,11,01-Fiel (VIP)
10974,TRX-102077,2024-02-08,1096,Perú,Arequipa,Hogar,Muebles,Prod_Muebles_4,3.0,32.2,18.59,96.6,55.77,Crédito,40.83,02-Febrero,4,02-Regular
10975,TRX-113966,2024-02-08,1273,Chile,Concepción,Ropa,Dama,Prod_Dama_13,5.0,55.04,35.59,275.2,177.95,Efectivo,97.25,02-Febrero,9,02-Regular
10976,TRX-110721,2024-02-08,778,Argentina,Buenos Aires,Hogar,Iluminación,Prod_Iluminación_9,1.0,31.54,23.58,31.54,23.58,Efectivo,7.96,02-Febrero,6,02-Regular
10977,TRX-111748,2024-02-08,143,Perú,Trujillo,Electrónica,Laptops,Prod_Laptops_10,3.0,238.7,145.81,716.1,437.43,Crédito,278.67,02-Febrero,7,02-Regular
10978,TRX-112898,2024-02-08,1511,Chile,Concepción,Hogar,Iluminación,Prod_Iluminación_5,4.0,43.13,25.22,172.52,100.88,Crédito,71.64,02-Febrero,3,03-Ocasional
10979,TRX-106701,2024-02-09,156,Perú,Arequipa,Hogar,Iluminación,Prod_Iluminación_6,4.0,52.84,37.17,211.36,148.68,Efectivo,62.68,02-Febrero,6,02-Regular
10980,TRX-108943,2024-02-09,1194,Chile,Santiago,Electrónica,Accesorios,Prod_Accesorios_16,4.0,160.86,114.62,643.44,458.48,No Identificado,184.96,02-Febrero,5,02-Regular
10981,TRX-111998,2024-02-09,1553,Chile,Santiago,Hogar,Cocina,Prod_Cocina_14,8.0,45.92,23.44,367.36,187.52,Transferencia,179.84,02-Febrero,8,02-Regular
10982,TRX-107607,2024-02-09,1230,Perú,Arequipa,Ropa,Dama,Prod_Dama_5,4.0,33.76,18.5,135.04,74.0,Efectivo,61.04,02-Febrero,3,03-Ocasional
10983,TRX-106933,2024-02-09,1379,Perú,Trujillo,Hogar,Muebles,Prod_Muebles_2,7.0,37.19,20.22,260.33,141.54,Transferencia,118.79,02-Febrero,7,02-Regular
10984,TRX-101051,2024-02-09,1991,Argentina,Córdoba,Hogar,Cocina,Prod_Cocina_17,6.0,36.66,19.4,219.96,116.4,Débito,103.56,02-Febrero,6,02-Regular
10985,TRX-103539,2024-02-09,968,Perú,Trujillo,Ropa,Dama,Prod_Dama_9,7.0,33.55,25.49,234.85,178.43,Débito,56.42,02-Febrero,11,01-Fiel (VIP)
10986,TRX-114487,2024-02-09,1729,Chile,Valparaíso,Electrónica,Tablets,Prod_Tablets_14,4.0,83.2,43.55,332.8,174.2,Crédito,158.6,02-Febrero,9,02-Regular
10987,TRX-111499,2024-02-09,1025,Argentina,Córdoba,Electrónica,Laptops,Prod_Laptops_1,7.0,127.86,69.05,895.02,483.35,Efectivo,411.67,02-Febrero,5,02-Regular
10988,TRX-101426,2024-02-09,293,Argentina,Buenos Aires,Ropa,Caballero,Prod_Caballero_7,6.0,57.73,45.93,346.38,275.58,Débito,70.8,02-Febrero,8,02-Regular
10989,TRX-111125,2024-02-09,1975,Perú,Trujillo,Ropa,Caballero,Prod_Caballero_17,5.0,36.13,19.28,180.65,96.4,Efectivo,84.25,02-Febrero,5,02-Regular
10990,TRX-105043,2024-02-09,1544,Chile,Valparaíso,Electrónica,Celulares,Prod_Celulares_5,8.0,99.66,72.14,797.28,577.12,Efectivo,220.16,02-Febrero,10,01-Fiel (VIP)
10991,TRX-109320,2024-02-09,524,Perú,Trujillo,Ropa,Calzado,Prod_Calzado_4,1.0,34.92,20.28,34.92,20.28,No Identificado,14.64,02-Febrero,5,02-Regular
10992,TRX-108834,2024-02-09,1159,Chile,Santiago,Hogar,Cocina,Prod_Cocina_3,5.0,29.09,19.16,145.45,95.8,Transferencia,49.65,02-Febrero,5,02-Regular
10993,TRX-103070,2024-02-09,661,Perú,Arequipa,Electrónica,Accesorios,Prod_Accesorios_13,7.0,121.33,71.99,849.31,503.93,Débito,345.38,02-Febrero,9,02-Regular
10994,TRX-103309,2024-02-09,1700,Perú,Arequipa,Hogar,Decoración,Prod_Decoración_16,8.0,25.55,19.95,204.4,159.6,Débito,44.8,02-Febrero,11,01-Fiel (VIP)
10995,TRX-105916,2024-02-09,1494,Chile,Valparaíso,Ropa,Dama,Prod_Dama_8,4.0,30.75,22.0,123.0,88.0,Efectivo,35.0,02-Febrero,3,03-Ocasional
10996,TRX-103463,2024-02-09,1776,Perú,Lima,Electrónica,Celulares,Prod_Celulares_10,2.0,206.6,132.82,413.2,265.64,Débito,147.56,02-Febrero,7,02-Regular
10997,TRX-100917,2024-02-09,1429,Chile,Valparaíso,Electrónica,Tablets,Prod_Tablets_1,5.0,160.85,102.94,804.25,514.7,Crédito,289.55,02-Febrero,6,02-Regular
10998,TRX-114686,2024-02-09,1965,Chile,Concepción,Hogar,Muebles,Prod_Muebles_11,5.0,37.5,23.59,187.5,117.95,Efectivo,69.55,02-Febrero,6,02-Regular
10999,TRX-102964,2024-02-09,1652,Chile,Concepción,Electrónica,Accesorios,Prod_Accesorios_17,4.0,117.03,92.98,468.12,371.92,Débito,96.2,02-Febrero,7,02-Regular
11000,TRX-107220,2024-02-09,1621,Chile,Concepción,Hogar,Decoración,Prod_Decoración_5,3.0,43.99,23.36,131.97,70.08,Débito,61.89,02-Febrero,8,02-Regular
11001,TRX-110505,2024-02-09,421,Chile,Santiago,Hogar,Decoración,Prod_Decoración_2,1.0,21.38,13.14,21.38,13.14,Débito,8.24,02-Febrero,9,02-Regular
11002,TRX-103230,2024-02-09,124,Chile,Concepción,Ropa,Calzado,Prod_Calzado_6,1.0,56.8,28.4,56.8,28.4,Débito,28.4,02-Febrero,8,02-Regular
11003,TRX-102602,2024-02-09,499,Argentina,Rosario,Electrónica,Accesorios,Prod_Accesorios_6,2.0,156.29,88.75,312.58,177.5,Transferencia,135.08,02-Febrero,12,01-Fiel (VIP)
11004,TRX-105163,2024-02-09,1419,Argentina,Rosario,Ropa,Infantil,Prod_Infantil_4,1.0,41.12,32.74,41.12,32.74,Transferencia,8.38,02-Febrero,12,01-Fiel (VIP)
11005,TRX-102931,2024-02-09,1738,Chile,Valparaíso,Electrónica,Tablets,Prod_Tablets_19,8.0,97.75,50.31,782.0,402.48,Transferencia,379.52,02-Febrero,9,02-Regular
11006,TRX-105993,2024-02-09,992,Argentina,Buenos Aires,Electrónica,Accesorios,Prod_Accesorios_6,6.0,149.67,99.33,898.02,595.98,Crédito,302.04,02-Febrero,5,02-Regular
11007,TRX-105944,2024-02-09,262,Chile,Concepción,Ropa,Caballero,Prod_Caballero_2,4.0,28.02,22.21,112.08,88.84,Crédito,23.24,02-Febrero,10,01-Fiel (VIP)
11008,TRX-112181,2024-02-09,742,Chile,Santiago,Hogar,Cocina,Prod_Cocina_14,7.0,34.27,22.21,239.89,155.47,Crédito,84.42,02-Febrero,3,03-Ocasional
11009,TRX-113242,2024-02-09,668,Argentina,Rosario,Hogar,Muebles,Prod_Muebles_7,7.0,50.51,32.62,353.57,228.34,Efectivo,125.23,02-Febrero,6,02-Regular
11010,TRX-103356,2024-02-09,1502,Argentina,Córdoba,Ropa,Calzado,Prod_Calzado_13,7.0,47.31,37.12,331.17,259.84,Débito,71.33,02-Febrero,4,02-Regular
11011,TRX-104622,2024-02-09,498,Chile,Concepción,Ropa,Infantil,Prod_Infantil_13,1.0,41.29,31.07,41.29,31.07,Crédito,10.22,02-Febrero,9,02-Regular
11012,TRX-108568,2024-02-09,1313,Argentina,Rosario,Electrónica,Tablets,Prod_Tablets_19,1.0,149.05,106.78,149.05,106.78,Transferencia,42.27,02-Febrero,10,01-Fiel (VIP)
11013,TRX-106083,2024-02-10,1724,Chile,Sin Especificar,Ropa,Infantil,Prod_Infantil_2,2.0,26.59,17.11,53.18,34.22,Efectivo,18.96,02-Febrero,8,02-Regular
11014,TRX-112971,2024-02-10,141,Perú,Trujillo,Ropa,Calzado,Prod_Calzado_14,3.0,19.99,10.85,59.97,32.55,Débito,27.42,02-Febrero,12,01-Fiel (VIP)
11015,TRX-113686,2024-02-10,220,Chile,Concepción,Electrónica,Celulares,Prod_Celulares_14,2.0,208.23,114.31,416.46,228.62,Crédito,187.84,02-Febrero,6,02-Regular
11016,TRX-103393,2024-02-10,1916,Chile,Santiago,Ropa,Calzado,Prod_Calzado_11,3.0,59.58,35.22,178.74,105.66,Débito,73.08,02-Febrero,7,02-Regular
11017,TRX-111893,2024-02-10,1801,Argentina,Rosario,Ropa,Dama,Prod_Dama_10,4.0,22.21,13.82,88.84,55.28,Efectivo,33.56,02-Febrero,9,02-Regular
11018,TRX-102714,2024-02-10,1206,Chile,Valparaíso,Ropa,Calzado,Prod_Calzado_16,8.0,46.89,30.26,375.12,242.08,Transferencia,133.04,02-Febrero,8,02-Regular
11019,TRX-105376,2024-02-10,816,Argentina,Buenos Aires,Hogar,Cocina,Prod_Cocina_5,9.0,40.58,29.1,365.22,261.9,Débito,103.32,02-Febrero,8,02-Regular
11020,TRX-101272,2024-02-10,764,Perú,Lima,Ropa,Calzado,Prod_Calzado_8,4.0,48.59,34.66,194.36,138.64,Crédito,55.72,02-Febrero,6,02-Regular
11021,TRX-113133,2024-02-10,285,Chile,Valparaíso,Hogar,Decoración,Prod_Decoración_17,2.0,28.82,14.81,57.64,29.62,Crédito,28.02,02-Febrero,11,01-Fiel (VIP)
11022,TRX-113887,2024-02-10,824,Chile,Concepción,Electrónica,Tablets,Prod_Tablets_5,2.0,103.69,70.18,207.38,140.36,Efectivo,67.02,02-Febrero,12,01-Fiel (VIP)
11023,TRX-103973,2024-02-10,627,Perú,Lima,Hogar,Iluminación,Prod_Iluminación_10,4.0,31.81,17.41,127.24,69.64,Transferencia,57.6,02-Febrero,9,02-Regular
11024,TRX-102257,2024-02-10,625,Argentina,Rosario,Hogar,Decoración,Prod_Decoración_15,1.0,53.39,36.99,53.39,36.99,Crédito,16.4,02-Febrero,7,02-Regular
11025,TRX-110460,2024-02-10,533,Argentina,Rosario,Ropa,Caballero,Prod_Caballero_15,6.0,83.36,48.57,500.16,291.42,Débito,208.74,02-Febrero,4,02-Regular
11026,TRX-101708,2024-02-10,270,Chile,Valparaíso,Hogar,Muebles,Prod_Muebles_7,5.0,40.73,22.7,203.65,113.5,Transferencia,90.15,02-Febrero,3,03-Ocasional
11027,TRX-103960,2024-02-10,1048,Chile,Concepción,Ropa,Calzado,Prod_Calzado_17,8.0,70.81,46.02,566.48,368.16,Efectivo,198.32,02-Febrero,10,01-Fiel (VIP)
11028,TRX-107029,2024-02-10,535,Chile,Santiago,Hogar,Iluminación,Prod_Iluminación_3,1.0,63.73,40.91,63.73,40.91,Transferencia,22.82,02-Febrero,9,02-Regular
11029,TRX-114250,2024-02-10,1609,Perú,Lima,Hogar,Iluminación,Prod_Iluminación_1,5.0,48.53,32.23,242.65,161.15,Débito,81.5,02-Febrero,9,02-Regular
11030,TRX-113279,2024-02-10,805,Argentina,Buenos Aires,Electrónica,Celulares,Prod_Celulares_12,4.0,145.51,74.23,582.04,296.92,Transferencia,285.12,02-Febrero,5,02-Regular
11031,TRX-106339,2024-02-10,1398,Argentina,Rosario,Ropa,Caballero,Prod_Caballero_1,7.0,35.96,21.52,251.72,150.64,Crédito,101.08,02-Febrero,3,03-Ocasional
11032,TRX-111899,2024-02-11,1345,Argentina,Córdoba,Ropa,Dama,Prod_Dama_12,9.0,57.8,31.88,520.2,286.92,Débito,233.28,02-Febrero,11,01-Fiel (VIP)
11033,TRX-106477,2024-02-11,1462,Argentina,Rosario,Hogar,Muebles,Prod_Muebles_3,7.0,36.08,22.28,252.56,155.96,Crédito,96.6,02-Febrero,9,02-Regular
11034,TRX-103269,2024-02-11,837,Argentina,Córdoba,Hogar,Muebles,Prod_Muebles_17,1.0,41.22,26.2,41.22,26.2,Efectivo,15.02,02-Febrero,5,02-Regular
11035,TRX-108363,2024-02-11,92,Argentina,Rosario,Ropa,Caballero,Prod_Caballero_4,9.0,48.6,25.13,437.4,226.17,Transferencia,211.23,02-Febrero,5,02-Regular
11036,TRX-101106,2024-02-11,622,Argentina,Rosario,Hogar,Iluminación,Prod_Iluminación_4,4.0,63.4,48.98,253.6,195.92,Crédito,57.68,02-Febrero,10,01-Fiel (VIP)
11037,TRX-107876,2024-02-11,190,Argentina,Buenos Aires,Ropa,Caballero,Prod_Caballero_1,3.0,58.42,29.55,175.26,88.65,Crédito,86.61,02-Febrero,4,02-Regular
11038,TRX-106740,2024-02-11,161,Chile,Santiago,Ropa,Calzado,Prod_Calzado_11,7.0,35.75,24.51,250.25,171.57,Débito,78.68,02-Febrero,9,02-Regular
11039,TRX-101236,2024-02-11,872,Chile,Concepción,Hogar,Muebles,Prod_Muebles_6,3.0,56.3,31.03,168.9,93.09,Transferencia,75.81,02-Febrero,10,01-Fiel (VIP)
11040,TRX-109930,2024-02-11,1891,Argentina,Buenos Aires,Ropa,Infantil,Prod_Infantil_12,7.0,38.96,19.83,272.72,138.81,Transferencia,133.91,02-Febrero,10,01-Fiel (VIP)
11041,TRX-107953,2024-02-11,1117,Argentina,Rosario,Electrónica,Accesorios,Prod_Accesorios_19,3.0,181.63,134.46,544.89,403.38,Transferencia,141.51,02-Febrero,11,01-Fiel (VIP)
11042,TRX-102646,2024-02-11,979,Argentina,Sin Especificar,Hogar,Cocina,Prod_Cocina_13,8.0,42.64,23.18,341.12,185.44,Débito,155.68,02-Febrero,2,03-Ocasional
11043,TRX-106204,2024-02-11,1956,Perú,Arequipa,Hogar,Muebles,Prod_Muebles_1,1.0,43.9,32.33,43.9,32.33,Efectivo,11.57,02-Febrero,10,01-Fiel (VIP)
11044,TRX-102512,2024-02-11,19,Chile,Santiago,Ropa,Caballero,Prod_Caballero_12,6.0,78.84,43.59,473.04,261.54,Crédito,211.5,02-Febrero,6,02-Regular
11045,TRX-101782,2024-02-11,1464,Argentina,Rosario,Electrónica,Laptops,Prod_Laptops_18,8.0,5.0,2.86,40.0,22.88,Transferencia,17.12,02-Febrero,5,02-Regular
11046,TRX-110883,2024-02-11,232,Argentina,Buenos Aires,Hogar,Iluminación,Prod_Iluminación_15,5.0,11.59,8.61,57.95,43.05,Crédito,14.9,02-Febrero,4,02-Regular
11047,TRX-102436,2024-02-11,1731,Chile,Santiago,Hogar,Decoración,Prod_Decoración_6,6.0,62.99,46.22,377.94,277.32,Crédito,100.62,02-Febrero,9,02-Regular
11048,TRX-100969,2024-02-11,1937,Perú,Arequipa,Ropa,Dama,Prod_Dama_16,8.0,41.33,24.99,330.64,199.92,Transferencia,130.72,02-Febrero,4,02-Regular
11049,TRX-102899,2024-02-11,1734,Perú,Lima,Hogar,Cocina,Prod_Cocina_5,6.0,34.73,22.1,208.38,132.6,Crédito,75.78,02-Febrero,8,02-Regular
11050,TRX-104369,2024-02-11,1666,Argentina,Rosario,Ropa,Caballero,Prod_Caballero_16,6.0,55.82,35.26,334.92,211.56,Débito,123.36,02-Febrero,6,02-Regular
11051,TRX-113460,2024-02-11,1191,Argentina,Rosario,Hogar,Cocina,Prod_Cocina_17,3.0,28.09,18.19,84.27,54.57,Débito,29.7,02-Febrero,9,02-Regular
11052,TRX-106849,2024-02-11,1137,Chile,Santiago,Electrónica,Laptops,Prod_Laptops_14,1.0,201.65,158.99,201.65,158.99,Transferencia,42.66,02-Febrero,10,01-Fiel (VIP)
11053,TRX-103839,2024-02-11,1663,Perú,Lima,Ropa,Caballero,Prod_Caballero_11,6.0,47.2,36.73,283.2,220.38,Transferencia,62.82,02-Febrero,9,02-Regular
11054,TRX-109226,2024-02-11,440,Argentina,Córdoba,Hogar,Cocina,Prod_Cocina_16,9.0,11.87,7.4,106.83,66.6,Transferencia,40.23,02-Febrero,6,02-Regular
11055,TRX-112590,2024-02-11,345,Perú,Trujillo,Electrónica,Accesorios,Prod_Accesorios_5,3.0,114.81,70.01,344.43,210.03,Transferencia,134.4,02-Febrero,14,01-Fiel (VIP)
11056,TRX-105183,2024-02-11,179,Chile,Concepción,Electrónica,Tablets,Prod_Tablets_8,2.0,112.01,78.5,224.02,157.0,Débito,67.02,02-Febrero,8,02-Regular
11057,TRX-110983,2024-02-11,28,Chile,Santiago,Ropa,Calzado,Prod_Calzado_7,4.0,55.5,41.52,222.0,166.08,Débito,55.92,02-Febrero,4,02-Regular
11058,TRX-100141,2024-02-11,847,Argentina,Sin Especificar,Electrónica,Laptops,Prod_Laptops_18,5.0,113.12,78.74,565.6,393.7,Transferencia,171.9,02-Febrero,9,02-Regular
11059,TRX-107866,2024-02-11,75,Perú,Arequipa,Ropa,Infantil,Prod_Infantil_6,7.0,56.64,34.05,396.48,238.35,Efectivo,158.13,02-Febrero,6,02-Regular
11060,TRX-101422,2024-02-11,1761,Perú,Lima,Ropa,Caballero,Prod_Caballero_11,1.0,50.02,31.84,50.02,31.84,Efectivo,18.18,02-Febrero,7,02-Regular
11061,TRX-110920,2024-02-11,931,Perú,Trujillo,Ropa,Calzado,Prod_Calzado_12,1.0,34.69,25.13,34.69,25.13,Transferencia,9.56,02-Febrero,6,02-Regular
11062,TRX-104545,2024-02-12,387,Perú,Arequipa,Ropa,Caballero,Prod_Caballero_10,4.0,63.39,47.05,253.56,188.2,Efectivo,65.36,02-Febrero,9,02-Regular
11063,TRX-106389,2024-02-12,1450,Perú,Arequipa,Hogar,Decoración,Prod_Decoración_19,0.0,38.74,21.16,0.0,0.0,Efectivo,0.0,02-Febrero,9,02-Regular
11064,TRX-108711,2024-02-12,1916,Perú,Arequipa,Electrónica,Laptops,Prod_Laptops_14,3.0,74.32,37.81,222.96,113.43,Efectivo,109.53,02-Febrero,7,02-Regular
11065,TRX-112572,2024-02-12,659,Argentina,Buenos Aires,Ropa,Calzado,Prod_Calzado_2,5.0,21.35,15.31,106.75,76.55,Transferencia,30.2,02-Febrero,10,01-Fiel (VIP)
11066,TRX-106247,2024-02-12,1390,Argentina,Córdoba,Electrónica,Tablets,Prod_Tablets_15,1.0,150.82,83.39,150.82,83.39,Crédito,67.43,02-Febrero,5,02-Regular
11067,TRX-104188,2024-02-12,824,Perú,Lima,Electrónica,Accesorios,Prod_Accesorios_8,6.0,70.99,54.56,425.94,327.36,Débito,98.58,02-Febrero,12,01-Fiel (VIP)
11068,TRX-109475,2024-02-12,1736,Argentina,Córdoba,Hogar,Iluminación,Prod_Iluminación_4,2.0,27.73,18.84,55.46,37.68,Transferencia,17.78,02-Febrero,6,02-Regular
11069,TRX-107721,2024-02-12,624,Chile,Valparaíso,Electrónica,Celulares,Prod_Celulares_11,4.0,131.18,75.07,524.72,300.28,Crédito,224.44,02-Febrero,12,01-Fiel (VIP)
11070,TRX-103669,2024-02-12,1682,Perú,Lima,Ropa,Calzado,Prod_Calzado_15,2.0,11.5,7.81,23.0,15.62,Efectivo,7.38,02-Febrero,6,02-Regular
11071,TRX-113210,2024-02-12,994,Argentina,Rosario,Ropa,Calzado,Prod_Calzado_1,4.0,35.85,27.3,143.4,109.2,Crédito,34.2,02-Febrero,11,01-Fiel (VIP)
11072,TRX-107204,2024-02-12,681,Perú,Lima,Ropa,Infantil,Prod_Infantil_2,6.0,47.92,27.87,287.52,167.22,Transferencia,120.3,02-Febrero,5,02-Regular
11073,TRX-100467,2024-02-12,432,Chile,Concepción,Electrónica,Laptops,Prod_Laptops_12,6.0,156.3,88.31,937.8,529.86,No Identificado,407.94,02-Febrero,8,02-Regular
11074,TRX-100342,2024-02-12,1897,Chile,Concepción,Hogar,Iluminación,Prod_Iluminación_12,7.0,13.93,9.67,97.51,67.69,Crédito,29.82,02-Febrero,9,02-Regular
11075,TRX-114814,2024-02-12,1004,Chile,Santiago,Electrónica,Accesorios,Prod_Accesorios_19,4.0,103.1,54.71,412.4,218.84,Transferencia,193.56,02-Febrero,9,02-Regular
11076,TRX-103141,2024-02-12,501,Chile,Concepción,Ropa,Infantil,Prod_Infantil_13,9.0,51.51,36.55,463.59,328.95,Efectivo,134.64,02-Febrero,4,02-Regular
11077,TRX-114775,2024-02-12,672,Argentina,Rosario,Ropa,Infantil,Prod_Infantil_5,7.0,29.59,21.63,207.13,151.41,Efectivo,55.72,02-Febrero,9,02-Regular
11078,TRX-111865,2024-02-12,1523,Argentina,Córdoba,Electrónica,Accesorios,Prod_Accesorios_4,1.0,117.02,61.78,117.02,61.78,Efectivo,55.24,02-Febrero,4,02-Regular
11079,TRX-107534,2024-02-12,919,Perú,Trujillo,Hogar,Decoración,Prod_Decoración_12,6.0,60.19,30.92,361.14,185.52,Crédito,175.62,02-Febrero,10,01-Fiel (VIP)
11080,TRX-104153,2024-02-12,1892,Perú,Trujillo,Hogar,Cocina,Prod_Cocina_9,8.0,19.56,15.01,156.48,120.08,No Identificado,36.4,02-Febrero,8,02-Regular
11081,TRX-110277,2024-02-12,1640,Chile,Valparaíso,Hogar,Cocina,Prod_Cocina_6,6.0,32.87,20.03,197.22,120.18,Transferencia,77.04,02-Febrero,6,02-Regular
11082,TRX-106778,2024-02-12,1160,Perú,Trujillo,Hogar,Muebles,Prod_Muebles_14,9.0,25.24,17.3,227.16,155.7,Efectivo,71.46,02-Febrero,9,02-Regular
11083,TRX-108938,2024-02-12,1503,Argentina,Córdoba,Electrónica,Accesorios,Prod_Accesorios_15,5.0,186.28,120.21,931.4,601.05,Débito,330.35,02-Febrero,7,02-Regular
11084,TRX-113269,2024-02-12,1996,Argentina,Rosario,Electrónica,Laptops,Prod_Laptops_11,3.0,119.4,74.6,358.2,223.8,Efectivo,134.4,02-Febrero,9,02-Regular
11085,TRX-101185,2024-02-12,1202,Chile,Santiago,Hogar,Decoración,Prod_Decoración_16,6.0,30.74,16.46,184.44,98.76,Transferencia,85.68,02-Febrero,7,02-Regular
11086,TRX-101963,2024-02-13,1191,Chile,Santiago,Hogar,Iluminación,Prod_Iluminación_10,1.0,62.46,32.59,62.46,32.59,Efectivo,29.87,02-Febrero,9,02-Regular
11087,TRX-107857,2024-02-13,1962,Perú,Arequipa,Ropa,Caballero,Prod_Caballero_3,5.0,35.18,22.04,175.9,110.2,Transferencia,65.7,02-Febrero,5,02-Regular
11088,TRX-103814,2024-02-13,1606,Argentina,Córdoba,Electrónica,Tablets,Prod_Tablets_4,4.0,157.87,95.46,631.48,381.84,Débito,249.64,02-Febrero,7,02-Regular
11089,TRX-106053,2024-02-13,250,Chile,Santiago,Ropa,Infantil,Prod_Infantil_3,4.0,57.48,41.25,229.92,165.0,Crédito,64.92,02-Febrero,9,02-Regular
11090,TRX-108123,2024-02-13,1179,Perú,Trujillo,Electrónica,Accesorios,Prod_Accesorios_2,4.0,16.38,10.91,65.52,43.64,Débito,21.88,02-Febrero,7,02-Regular
11091,TRX-100805,2024-02-13,1826,Argentina,Rosario,Electrónica,Tablets,Prod_Tablets_16,6.0,96.85,53.76,581.1,322.56,Efectivo,258.54,02-Febrero,10,01-Fiel (VIP)
